Run;Error
1;19.3168007946707
2;12.3545533069526
3;14.4463721230854
4;14.7739672731257
5;12.7480528255619
6;17.6155450193845
7;13.9400515672366
8;14.2129681405841
9;14.8694447974577
10;12.134956671904
11;12.095506538397
12;14.9831009868761
13;14.4167651533452
14;14.9159953717706
15;14.4088363761756
16;13.5809148383197
17;14.5410375582538
18;21.0102531348147
19;15.9077898463695
20;14.2940206904368
21;15.8483760686656
22;18.3018123446594
23;12.482646929905
24;14.5459672868787
25;14.1344459559981
26;14.5783710419036
27;13.1818125805051
28;11.7871263556626
29;14.192735406108
30;14.5614175671725
31;19.573901625993
32;11.517984279481
33;13.1008870581303
34;12.8327642301814
35;15.1338564815791
36;16.569469615202
37;11.9729038345964
38;13.2104176071117
39;21.7222613573874
40;15.3831302416035
41;13.3069258544048
42;14.961674127594
43;15.1425072723062
44;20.4216949613725
45;20.6402732731502
46;13.578016599244
47;14.1671548650337
48;16.3016743071241
49;14.0939259697921
50;13.0405111459475
51;13.0494001014281
52;11.0721250162009
53;14.4530416703756
54;14.1183164589166
55;14.3730656142514
56;11.3765342225409
57;14.5783710419036
58;14.1116731101047
59;23.1891629836318
60;16.8078007880578
61;16.2139377750738
62;23.1912076633581
63;20.0869354458273
64;13.3459087160739
65;27.7753944818854
66;26.5315488048237
67;13.5198728659577
68;14.4562977553493
69;14.2890473581884
70;14.5783710419036
71;13.7494377134251
72;11.5981557886751
73;23.1891629836318
74;16.8223210426773
75;14.0925048523546
76;14.8393082228474
77;14.7426527979691
78;11.7963524462474
79;14.7211681860962
80;14.3853150391925
81;12.7223588164171
82;11.3962320928178
83;13.2091907780004
84;13.115428995644
85;17.3139374005845
86;14.612744622147
87;24.2667843251094
88;11.8467443882191
89;13.0470215448049
90;13.4823584375296
91;16.7217567852307
92;11.5542134740671
93;13.0808777490373
94;11.0126170779408
95;21.146027854171
96;14.5614175671725
97;12.3758987728651
98;13.7738836269332
99;13.4778842539248
100;19.2106800318282
