Run;Error
1;20.748958416457
2;24.6902835469567
3;22.0676569432461
4;31.5511552784181
5;11.9027297594426
6;17.2253103141699
7;23.5829895966035
8;23.9471796246427
9;16.6648433119528
10;30.9228621012175
11;23.7836447017619
12;21.0536782606328
13;22.7113425580369
14;16.2505878362815
15;18.0222917813371
16;25.8645348857136
17;26.1406250156626
18;42.3173827695011
19;47.6611755756295
20;30.7085179564369
21;31.2170258389028
22;21.9868917870225
23;22.9850776613413
24;14.6867545905567
25;25.938821656912
26;13.6329405769912
27;22.674036431751
28;11.0771688014991
29;11.5255150131563
30;70.0566397223494
31;17.0144504369504
32;26.5100744284871
33;11.4890773221833
34;26.3897095811334
35;17.0194372958387
36;18.8194642117166
37;49.2843888858135
38;24.7384204846132
39;16.7643846931744
40;20.4733096959353
41;19.1927208640852
42;26.9783947083566
43;18.527873278956
44;20.8266303961823
45;20.0753275095132
46;29.3117903407449
47;9.43877861286951
48;37.1535285296323
49;21.4358604203543
50;29.2959515769116
51;18.7793922661633
52;29.825037892399
53;13.6530052693117
54;12.0092779737084
55;25.1101829548292
56;22.0618314887885
57;12.9492563413188
58;11.4767990000182
59;61.4435193697413
60;23.985035574045
61;12.6102861220948
62;30.8254286269561
63;22.7253223949722
64;18.1481164330889
65;37.8419519705736
66;17.5199173282844
67;16.9945189190043
68;19.4109693414796
69;23.278795130088
70;45.1802258366081
71;43.4126979311686
72;137.976370724397
73;21.7660748315526
74;23.5979872990846
75;22.8403917878724
76;38.1122506453814
77;15.2254812816224
78;34.858885275361
79;29.0930978990446
80;27.8410765920799
81;30.6874321328175
82;35.2278112885371
83;92.5802830533898
84;19.0321717497272
85;18.9524300047012
86;35.7268954715072
87;36.103559451443
88;27.8601744194872
89;30.8553546013547
90;19.6926174210688
91;21.8885868788774
92;48.5928496009298
93;20.6982659125551
94;14.3875236565161
95;49.0423604446407
96;52.9531894848619
97;17.403800162735
98;19.5043267880112
99;44.351851998208
100;22.2109744788339
