Run;Error
1;38.4151059765543
2;44.8206967773874
3;27.0695961552736
4;44.9679789248739
5;26.9924698416084
6;27.2237987256816
7;44.8206967773874
8;72.1563741910182
9;40.4816931133182
10;73.0482956122441
11;44.8206967773874
12;40.3602284588157
13;67.184417087312
14;44.8206967773874
15;67.6604755224543
16;40.5379375871156
17;73.3351411377107
18;39.1906879731802
19;33.8784057687478
20;40.7605827078942
21;38.9328749398354
22;37.9120876193652
23;90.2900649860827
24;72.1563741910182
25;41.4126571794688
26;44.8206967773874
27;44.8206967773874
28;37.934695770987
29;44.3830300069523
30;36.5797104829175
31;34.023572964981
32;157.426185279978
33;39.0509386690239
34;44.8206967773874
35;40.4816931133182
36;44.8206967773874
37;68.8205311438577
38;44.8206967773874
39;72.1579027579955
40;44.8206967773874
41;27.4775159690696
42;90.0233013575705
43;44.8206967773874
44;27.2237987256816
45;37.9462918439919
46;44.8206967773874
47;44.8731070114586
48;39.9723971045298
49;52.2809876988114
50;44.8206967773874
51;27.2237987256816
52;44.8206967773874
53;39.3962727151001
54;40.4816931133182
55;44.8206967773874
56;27.2237987256816
57;44.8206967773874
58;72.1531167534121
59;44.8206967773874
60;44.8206967773874
61;543.021745795322
62;44.8206967773874
63;27.2237987256816
64;41.0240003995759
65;44.8206967773874
66;44.8206967773874
67;25.3578730633469
68;41.0392916336864
69;44.8206967773874
70;74.1746126713934
71;44.8206967773874
72;44.8206967773874
73;28.1440913735933
74;75.0473114261908
75;44.5746712020641
76;34.3600518719939
77;60.2395891637387
78;44.8206967773874
79;24.6735110335179
80;73.3351411377107
81;45.5060040046329
82;44.8206967773874
83;40.2363887448308
84;26.8093819709075
85;27.0695961552736
86;38.6444855170094
87;90.0233013575705
88;74.1746126713934
89;40.6527866549634
90;44.8206967773874
91;44.8206967773874
92;37.7101587254737
93;38.6655145504894
94;44.8436459091341
95;44.8206967773874
96;44.8206967773874
97;32.8671378493778
98;44.8206967773874
99;39.5594804624255
100;44.8206967773874
