Run;Error
1;13.5323332166356
2;15.2553835426506
3;20.7807951819097
4;63.3840357415308
5;28.2327716697676
6;35.2801970942609
7;14.3219846943862
8;24.3918930565987
9;13.3711251249217
10;43.3037551167862
11;12.6549899118028
12;49.0736982468512
13;17.438504272533
14;56.0828170851158
15;16.3864438047097
16;13.1650941689356
17;16.1974994583658
18;39.9940011354027
19;12.9886002534924
20;33.938833354633
21;34.8155977622607
22;15.0365308823025
23;29.3493662233659
24;51.5101099676479
25;15.1840015684929
26;22.4274413143695
27;23.2232135293673
28;13.8229433450254
29;13.6248588779805
30;14.4570035844818
31;64.0216106058673
32;62.0410475730133
33;18.9667479713866
34;59.9134867099478
35;19.3847993289187
36;32.3546039104442
37;47.158299154471
38;12.6271954367957
39;12.1938604961071
40;26.1833617597108
41;12.3915275511524
42;30.9384619476176
43;27.3605580253165
44;43.3017033383645
45;23.208484283233
46;14.9443612633867
47;41.6527116721038
48;36.0762557458492
49;26.4976725015458
50;17.9410717541084
51;58.6687039367134
52;19.5756606608442
53;37.2154511004931
54;27.1802534970589
55;46.8439111230849
56;17.277489227373
57;33.247241344069
58;16.3145951526203
59;19.4248558965646
60;17.1367653254236
61;33.5963784257831
62;52.1087958633746
63;23.8279804874359
64;34.3041457804439
65;12.962418598741
66;42.9893884998765
67;18.1879760966092
68;12.7128432392614
69;15.661587359017
70;13.9396735204239
71;15.0084391150825
72;30.7176190328173
73;33.6591887095225
74;26.3898106134855
75;26.0174783116878
76;68.2297795147022
77;68.0285695376579
78;13.4291628922165
79;13.4908641854977
80;13.6284741898349
81;13.0920621469097
82;14.4122251912612
83;22.0276419821805
84;22.4326513046193
85;17.0304431840624
86;13.6063123470898
87;71.9337171111373
88;30.2525685003388
89;29.922004733395
90;43.6627713784245
91;27.8664727151507
92;18.942290739113
93;34.8241148875273
94;13.7428222208921
95;56.5187618958682
96;13.4947330451899
97;31.6139123221657
98;24.1022184533125
99;52.0978352242586
100;13.7884895529619
