Run;Error
1;78.6430128665951
2;28.1002241250121
3;25.8261810579223
4;93.3069856783656
5;84.8228252271178
6;26.533922567476
7;101.693165055988
8;59.1064229527244
9;27.7230530105106
10;25.4575087663675
11;80.9775558385377
12;25.2460691578248
13;28.2048581194334
14;89.7592626586694
15;79.3813467216024
16;81.9554268446208
17;77.5095286760101
18;181.564089918524
19;24.5901384308675
20;24.5896955362707
21;24.6691489551527
22;86.2234810695088
23;36.8713911374623
24;275.66711012138
25;74.7448365622917
26;85.5710488250147
27;41.8262421824172
28;93.1505313806559
29;76.6351490927094
30;78.3104987850433
31;80.7839022046044
32;29.0318815090775
33;24.7856094294647
34;29.5684876550808
35;83.7218251987532
36;26.5862754464817
37;81.8516937188835
38;77.9148161031034
39;26.0604265196006
40;77.1428217625576
41;81.4145178338123
42;28.2909513761633
43;77.7298910026807
44;100.432641345859
45;28.9019129981167
46;106.151112464215
47;103.702644752535
48;75.7403927512226
49;94.1033732851678
50;83.3106000482138
51;24.7003710881307
52;77.9286192025619
53;89.3971237444454
54;98.7173003904825
55;97.2554224174471
56;26.4780219804575
57;81.9619150666203
58;83.3711806128273
59;119.418083366241
60;75.9285083872239
61;85.4552228568132
62;78.1755431025585
63;84.6456417217059
64;24.9056205143527
65;78.809508600486
66;410.386982356579
67;77.4248566954242
68;80.7953963094455
69;81.8308618730386
70;114.284545814706
71;34.6827600637249
72;79.2008666184811
73;25.2567078443916
74;24.7976814824447
75;101.810052191611
76;131.062958988135
77;85.3741110627225
78;360.481745807794
79;171.803894500634
80;72.5412668298138
81;101.843648559132
82;93.3719155824699
83;79.1288677398881
84;363.35719348364
85;35.5613305054769
86;24.7645930223451
87;86.3979833254901
88;75.6399485647365
89;426.764098465443
90;351.074642349929
91;81.8685343939707
92;27.8155133621441
93;91.9113151284573
94;359.224197079995
95;79.5730645678144
96;82.523894943168
97;24.927620358556
98;130.079765623413
99;82.3440071628649
100;145.161050480908
