Run;Error
1;28.8814049785333
2;16.7270730356289
3;15.7966485954702
4;33.3508215712641
5;31.4742804353434
6;34.9972435234499
7;18.8937920534622
8;36.8041861261815
9;16.4853050490128
10;16.3331867044865
11;28.3894488345025
12;29.6633156759173
13;16.5685639324899
14;23.5671635915604
15;19.8476092477211
16;27.1095202190678
17;28.5998152291455
18;17.5125497065154
19;14.7527248683102
20;17.3862725254036
21;38.5254085636223
22;29.1181397933425
23;35.8939226965012
24;19.3228509646956
25;30.5855010986033
26;28.4039599411531
27;16.2721369043797
28;42.2539850786449
29;30.6848534949816
30;38.2943311914049
31;27.1982146722811
32;21.8223178271281
33;31.2657218164764
34;27.2754214018905
35;15.7497907187664
36;30.3644989151119
37;33.7801330017696
38;26.0878211652799
39;28.4227215120197
40;25.2434917023331
41;29.4442640927978
42;16.5532035900385
43;19.2657215186372
44;16.9502235531404
45;27.8726078961808
46;29.0179234801169
47;30.6249101352189
48;15.7637925663088
49;24.6358292974091
50;15.8363912631041
51;27.9033477588186
52;22.1643100030918
53;26.9873397183977
54;28.0029836940107
55;29.4021082825386
56;30.8667589933797
57;16.6904348412918
58;27.7071726168866
59;25.5572078695682
60;28.7737913261941
61;31.757238269105
62;15.2774239095813
63;28.9271993800257
64;26.7673459785576
65;19.2550091547702
66;32.1085245867625
67;14.934916420487
68;27.0640051956198
69;37.8817724047889
70;27.0505189330886
71;29.9642738950232
72;16.5930858832239
73;31.3065137924111
74;18.2225370200607
75;30.4192612522691
76;16.8416354261623
77;25.9205744136326
78;37.2231849915254
79;15.2133464947251
80;29.6263356936124
81;28.3779721492404
82;33.4518553493023
83;19.0023009870488
84;31.510506752421
85;35.0042445671072
86;26.5771061871132
87;17.3631632157684
88;33.5500905520078
89;33.8625664046492
90;27.956550707831
91;27.0215080796168
92;15.6806097469858
93;20.282547069121
94;38.0175839196774
95;28.3481602717753
96;16.6513532389295
97;17.046835560496
98;32.7840332313731
99;26.0846061863323
100;26.3707243539416
