Run;Error
1;5.26822578165257
2;5.26822578165257
3;5.30566322412104
4;5.30566322412104
5;5.26822578165257
6;5.26822578165257
7;5.26822578165257
8;5.26822578165257
9;5.26822578165257
10;5.26822578165257
11;5.26822578165257
12;5.26822578165257
13;5.26822578165257
14;5.26822578165257
15;5.26822578165257
16;5.26822578165257
17;5.26822578165257
18;5.26944647150232
19;5.26822578165257
20;5.26822578165257
21;5.26822578165257
22;5.26822578165257
23;5.26822578165257
24;5.26822578165257
25;5.26822578165257
26;5.26822578165257
27;5.26822578165257
28;5.26822578165257
29;5.26822578165257
30;5.34144829695405
31;5.26822578165257
32;5.26822578165257
33;5.26822578165257
34;5.26944647150232
35;5.26822578165257
36;5.26822578165257
37;5.26822578165257
38;5.26822578165257
39;5.26944647150232
40;5.26822578165257
41;5.34144829695405
42;5.26822578165257
43;5.26822578165257
44;5.26822578165257
45;5.26822578165257
46;5.26822578165257
47;5.26822578165257
48;5.26822578165257
49;5.26822578165257
50;5.26822578165257
51;5.34144829695405
52;5.26822578165257
53;5.26944647150232
54;5.26822578165257
55;5.26822578165257
56;5.26822578165257
57;5.26822578165257
58;5.26822578165257
59;5.26822578165257
60;5.34144829695405
61;5.24486771228288
62;5.26822578165257
63;5.26822578165257
64;5.26822578165257
65;5.26822578165257
66;5.26822578165257
67;5.26822578165257
68;5.26822578165257
69;5.26944647150232
70;5.26822578165257
71;5.26944647150232
72;5.26822578165257
73;5.26822578165257
74;5.26944647150232
75;5.26822578165257
76;5.34144829695405
77;5.26822578165257
78;5.26822578165257
79;5.26822578165257
80;5.30699331217009
81;5.26822578165257
82;5.26822578165257
83;5.26822578165257
84;5.26944647150232
85;5.26822578165257
86;5.26822578165257
87;5.26822578165257
88;5.26944647150232
89;5.26822578165257
90;5.26944647150232
91;5.26822578165257
92;5.26944647150232
93;5.26822578165257
94;5.34144829695405
95;5.26822578165257
96;5.26822578165257
97;5.26944647150232
98;5.26822578165257
99;5.26822578165257
100;5.30699331217009
