Run;Error
1;13.8741252443202
2;12.8719050082802
3;12.9466440206152
4;13.4068415208911
5;13.2189342855057
6;13.3434283887473
7;15.212958221716
8;13.6054110104296
9;12.8357763816477
10;15.0398575106986
11;14.2397212208696
12;13.6592905756032
13;15.0190692888919
14;14.2535241477565
15;15.4681231227316
16;12.8875622745605
17;13.7724522851671
18;12.8396336340232
19;14.8504535925652
20;14.4171916769829
21;14.1158518157463
22;13.3278354263443
23;15.4808761581943
24;13.6169941154702
25;14.2236807369648
26;15.3296001697086
27;13.2403494469493
28;14.0495323435878
29;13.6523752802735
30;12.707077806285
31;17.1459743507326
32;13.708946515654
33;12.71542600858
34;13.235781125277
35;13.8123154638095
36;13.4506265269981
37;12.7367048723057
38;15.1154800013162
39;13.9832013699997
40;13.1291428609561
41;13.2933922510683
42;13.5552655797909
43;14.7865303776272
44;14.045876534773
45;12.9091385602985
46;15.373670505763
47;13.0257013699253
48;13.0612330958838
49;13.5668997304563
50;13.9477816777138
51;14.0981090554917
52;15.7221332827049
53;15.0684346515319
54;13.3842360863218
55;13.2654698682647
56;13.3175989017009
57;14.4196875735128
58;15.1616476503757
59;14.7581307804759
60;14.3151546207222
61;14.261619653274
62;15.479583347043
63;12.3473029980023
64;13.7001081031685
65;15.1855917771527
66;13.1014250995445
67;14.6818117160449
68;13.5313346947742
69;13.3299676729669
70;13.8370753815737
71;11.6971581364625
72;14.1954899358584
73;13.8993324213249
74;14.1034624478902
75;14.0774189037554
76;13.709094777543
77;13.0706135046213
78;13.654682013862
79;12.4185380000141
80;12.1829762228725
81;13.3447682495331
82;14.3060036074617
83;15.009263024868
84;13.89427348661
85;15.1801551298316
86;13.990089732596
87;13.9429190886784
88;13.6492538358521
89;15.7864146735785
90;15.8703243256435
91;13.6873401225552
92;12.8708509822946
93;12.0934440581481
94;15.7605928642571
95;16.2964371337498
96;16.0931143148992
97;12.4785695980288
98;15.6139292063987
99;15.0027218302171
100;13.8844128049099
